4,183474.png,"Simultaneous Visions",https://www.wikiart.org/en/umberto-boccioni/simultaneous-visions-1912
5,183475.png,"The Street Pavers",https://www.wikiart.org/en/umberto-boccioni/the-street-pavers-1914
5,183476.png,"The Street Enters the House",https://www.wikiart.org/en/umberto-boccioni/the-street-enters-the-house-1911-1
5,183477.png,"Under the Pergola at Naples",https://www.wikiart.org/en/umberto-boccioni/under-the-pergola-at-naples-1914
5,183478.png,"Plastic Dynamism: Horse+House",https://www.wikiart.org/en/umberto-boccioni/plastic-dynamism-horse-house-1914
4,183479.png,"Landscape (mountains)",https://www.wikiart.org/en/umberto-boccioni/landscape-mountains-1916
6,183480.png,"The Drinker",https://www.wikiart.org/en/umberto-boccioni/the-drinker-1914
