6,183435.png,"Finale",https://www.wikiart.org/en/edna-andrade/finale-1979
5,183436.png,"Twilight Wave",https://www.wikiart.org/en/edna-andrade/twilight-wave-1973
3,183437.png,"Earth Day",https://www.wikiart.org/en/edna-andrade/earth-day-1970
2,183438.png,"Short Ride",https://www.wikiart.org/en/edna-andrade/short-ride-1969
8,183439.png,"Mariposa",https://philamuseum.org/collection/object/273087
5,183441.png,"Cross",https://www.wikiart.org/en/edna-andrade/cross-1962
5,183442.png,"Atom Cloud",https://www.wikiart.org/en/edna-andrade/atom-cloud-1958
