"Heptarainbow", https://lospec.com/palette-list/heptarainbow, #47346a, #667b9d, #97bfb5, #eeedda, #ccb5a7, #b57e8f, #914c89
"Raspberry",https://lospec.com/palette-list/raspberry, #1d001c," #ffffe3"," #e06b88"," #e28b7a"
"Midnight Glow", https://lospec.com/palette-list/midnight-glow, #160729, #171856, #243771, #416e8f, #dbf3f1
"Twilight 5", https://lospec.com/palette-list/twilight-5, #fbbbad, #ee8695, #4a7a96, #333f58, #292831
"sloslo8", https://lospec.com/palette-list/slso8, #0d2b45, #203c56, #544e68, #8d697a, #d08159, #ffaa5e, #ffd4a3, #ffecd6
"Sweetie16", https://lospec.com/palette-list/sweetie-16, #1a1c2c, #5d275d, #b13e53, #ef7d57, #ffcd75, #a7f070, #38b764, #257179, #29366f, #3b5dc9, #41a6f6, #73eff7, #f4f4f4, #94b0c2, #566c86, #333c57
"Midnight Ablaze", https://lospec.com/palette-list/midnight-ablaze, #ff8274, #d53c6a, #7c183c, #460e2b, #31051e, #1f0510, #130208
"Pear36",https://lospec.com/palette-list/pear36, #5e315b,#8c3f5d, #ba6156, #f2a65e, #ffe478, #cfff70, #8fde5d, #3ca370, #3d6e70, #323e4f, #322947, #473b78, #4b5bab, #4da6ff, #66ffe3, #ffffeb, #c2c2d1, #7e7e8f, #606070, #43434f, #272736, #3e2347, #57294b, #964253, #e36956, #ffb570, #ff9166, #eb564b, #b0305c, #73275c, #422445, #5a265e, #80366b, #bd4882, #ff6b97, #ffb5b5
"Blessing", https://lospec.com/palette-list/blessing, #74569b, #96fbc7, #f7ffae, #ffb3cb, #d8bfd8
"Lost Century", https://lospec.com/palette-list/lost-century, #d1b187, #c77b58, #ae5d40, #79444a, #4b3d44, #ba9158, #927441, #4d4539, #77743b, #b3a555, #d2c9a5, #8caba1, #4b726e, #574852, #847875, #ab9b8e
"Tiny Folks", https://lospec.com/palette-list/tinyfolks, #ffffff, #8b956d, #4d533c, #303329, #1f1f1f
"Ammo",https://lospec.com/palette-list/ammo-8, #040c06, #112318, #1e3a29, #305d42, #4d8061, #89a257, #bedc7f, #eeffcc
"Blessing", https://lospec.com/palette-list/blessing, #74569b, #96fbc7, #f7ffae, #ffb3cb, #d8bfd8
"CoolWood", https://lospec.com/palette-list/coldwood8, #372e4d, #5f699c, #65aed6, #a4ebcc, #effae6, #f0b38d, #b56d7f, #614363
"GB", https://www.designpieces.com/palette/game-boy-original-color-palette-hex-and-rgb/, #cadc9f, #9bbc0f, #8bac0f, #306230, #0f380f
"Gray2Bit", https://lospec.com/palette-list/2-bit-grayscale, #000000, #676767, #b6b6b6, #ffffff
"IslandJoy", https://lospec.com/palette-list/island-joy-16, #ffffff, #6df7c1, #11adc1, #606c81, #393457, #1e8875, #5bb361, #a1e55a, #f7e476, #f99252, #cb4d68, #6a3771, #c92464, #f48cb6, #f7b69e, #9b9c82
"MF", https://lospec.com/palette-list/mf-16, #160b27, #3e4768, #8e98b9, #dee6fe, #f3c41c, #f98617, #d42c4f, #5f0267, #4a10e8, #2197f0, #52daf7, #bb4d11, #ed7fb8, #30fca6, #17ba7d, #056244
"MistGB", https://lospec.com/palette-list/mist-gb, #2d1b00, #1e606e, #5ab9a8, #c4f0c2
"OneBitGlow", https://lospec.com/palette-list/1bit-monitor-glow, #222323, #f0f6f0
"Pico-8", https://lospec.com/palette-list/pico-8, #000000, #1D2B53, #7E2553, #008751, #AB5236, #5F574F, #C2C3C7, #FFF1E8, #FF004D, #FFA300, #FFEC27, #00E436, #29ADFF, #83769C, #FF77A8, #FFCCAA
"Super GB-1", https://lospec.com/palette-list/super-game-boy-menu-1-palette-a, #ffe8cf, #df904f, #af2850, #301850
"Super GB-2", https://lospec.com/palette-list/super-game-boy-menu-1-palette-b, #dfd8c0, #cfb070, #b05010, #000000
"Super GB-3", https://lospec.com/palette-list/super-game-boy-menu-1-palette-c, #ffc0ff, #ef9850, #9f3860, #3f389f
"Super GB-4", https://lospec.com/palette-list/super-game-boy-menu-1-palette-d, #fff8af, #c0804f, #ff0000, #501800
"SLSO8", https://lospec.com/palette-list/slso8, #0d2b45, #203c56, #544e68, #8d697a, #d08159, #ffaa5e, #ffd4a3, #ffecd6
"Super16", https://lospec.com/palette-list/super16, #902068, #f81868, #ffa880, #ff7000, #a80010, #ffa800, #ffffa8, #a8e038, #5800a8, #6828ff, #ffffff, #e0d0ff, #a070c8, #683090, #481868, #000000
